timestamp,temperature,humidity,pressure
2025-06-30T09:05:52.161029,24.60796,49.65414,102.5871
2025-06-30T09:05:57.158274,24.55973,48.23222,102.5836
2025-06-30T09:06:02.158802,24.64541,47.49044,102.5862
2025-06-30T09:06:07.158760,24.71598,46.5022,102.5875
2025-06-30T09:06:12.156633,24.72354,45.45449,102.584
2025-06-30T09:06:17.156045,24.75378,44.6937,102.5869
2025-06-30T09:06:22.156544,24.78402,44.4616,102.5873
2025-06-30T09:06:27.155534,24.82182,44.31266,102.5898
2025-06-30T09:06:32.154641,24.91507,44.20398,102.583
2025-06-30T09:06:37.155551,24.97051,44.17952,102.5855
2025-06-30T09:06:42.153642,24.99067,44.03131,102.5878
2025-06-30T09:06:47.152069,25.12424,46.18341,102.5831
2025-06-30T09:06:52.156961,25.42665,53.49791,102.5881
2025-06-30T09:06:57.156503,25.39641,49.57818,102.5862
2025-06-30T09:07:02.155636,25.39137,47.21385,102.5862
2025-06-30T09:07:07.154854,25.40145,45.9758,102.5875
2025-06-30T09:07:12.154257,25.41405,45.03879,102.5866
2025-06-30T09:07:17.152917,25.41153,44.93612,102.5858
2025-06-30T09:07:22.152639,25.40145,45.26944,102.5898
2025-06-30T09:07:27.151168,25.39893,45.21696,102.5889
2025-06-30T09:07:32.149556,25.37121,44.37219,102.5857
2025-06-30T09:07:37.148269,25.35105,44.08527,102.5843
2025-06-30T09:07:42.152007,25.33088,43.68303,102.5869
2025-06-30T09:07:47.145416,25.29812,43.22308,102.5866
2025-06-30T09:07:52.144020,25.24268,44.44973,102.5836
2025-06-30T09:07:57.142368,25.17716,45.65132,102.5876
2025-06-30T09:08:02.140627,25.11164,46.64557,102.5843
2025-06-30T09:08:07.139227,25.08139,48.05875,102.5902
2025-06-30T09:08:12.137532,25.15448,47.16399,102.5875
2025-06-30T09:08:17.131031,25.22504,45.80306,102.589
2025-06-30T09:08:22.134913,25.25528,44.67861,102.5849
2025-06-30T09:08:27.136333,25.2956,44.02997,102.5853
2025-06-30T09:08:32.133298,25.31828,43.73207,102.5843
2025-06-30T09:08:37.142615,25.31828,43.75134,102.5876
2025-06-30T09:08:42.129471,25.33593,43.53014,102.5867
2025-06-30T09:08:47.128331,25.37877,43.26854,102.5883
2025-06-30T09:08:52.126372,25.44681,43.18718,102.5865
2025-06-30T09:08:57.124648,25.47957,43.03188,102.5854
2025-06-30T09:09:02.123411,25.54005,42.52119,102.5885
2025-06-30T09:09:07.121437,25.58542,42.36216,102.5879
2025-06-30T09:09:12.119939,25.61062,42.56546,102.5889
2025-06-30T09:09:17.119159,25.62574,42.91957,102.5895
2025-06-30T09:09:22.119406,25.64338,42.82438,102.589
2025-06-30T09:09:27.116364,25.65598,43.27717,102.5912
2025-06-30T09:09:32.114922,25.67866,43.56708,102.5909
2025-06-30T09:09:37.112981,25.7215,43.36137,102.5919
2025-06-30T09:09:42.110769,25.7089,43.19733,102.5911
2025-06-30T09:09:47.108426,25.70638,43.51249,102.592
2025-06-30T09:09:52.139328,25.73662,43.70766,102.5925
2025-06-30T09:09:57.104416,25.74418,43.95334,102.5935
2025-06-30T09:10:02.106017,25.74418,43.54644,102.5908
2025-06-30T09:10:07.101147,25.79963,43.06406,102.5916
2025-06-30T09:10:12.099648,25.76687,43.86194,102.5908
2025-06-30T09:10:17.097495,25.72403,43.21159,102.5923
2025-06-30T09:10:22.095983,25.5829,42.73549,102.5898
2025-06-30T09:10:27.094070,25.5703,42.4388,102.5905
2025-06-30T09:10:32.092381,25.63582,42.88123,102.5918
2025-06-30T09:10:37.090350,25.66858,42.85279,102.5922
2025-06-30T09:10:42.088374,25.6837,42.45516,102.5928
2025-06-30T09:10:47.086889,25.67614,42.33388,102.5925
2025-06-30T09:10:52.085195,25.69378,42.80729,102.5918
2025-06-30T09:10:57.083479,25.72906,43.97115,102.593
2025-06-30T09:11:02.082842,25.79459,43.74176,102.5941
2025-06-30T09:11:07.080399,25.82231,43.28498,102.5931
2025-06-30T09:11:12.078160,25.85255,43.58789,102.5906
2025-06-30T09:11:17.079935,25.86263,44.99605,102.5923
2025-06-30T09:11:22.075110,25.89791,44.59145,102.591
2025-06-30T09:11:27.073143,25.91555,44.01121,102.589
2025-06-30T09:11:32.108571,25.91051,43.6532,102.5906
2025-06-30T09:11:37.069210,25.94076,43.54623,102.5893
2025-06-30T09:11:42.067257,25.91555,43.67741,102.5915
2025-06-30T09:11:47.065984,25.88783,43.89077,102.5921
2025-06-30T09:11:52.064277,25.8954,43.69382,102.5924
2025-06-30T09:11:57.062399,25.93068,43.37431,102.5904
2025-06-30T09:12:02.094300,25.90548,43.32861,102.5925
2025-06-30T09:12:07.059481,25.92563,44.12173,102.5928
2025-06-30T09:12:12.068679,25.97856,44.35842,102.5908
2025-06-30T09:12:17.057400,26.0088,43.98922,102.5913
2025-06-30T09:12:22.053983,26.034,44.93484,102.5906
2025-06-30T09:12:27.051988,26.07432,44.39642,102.5932
2025-06-30T09:12:32.050923,26.09448,43.45077,102.5904
2025-06-30T09:12:37.049311,26.09952,43.41109,102.5903
2025-06-30T09:12:42.047300,26.10708,42.57329,102.5926
2025-06-30T09:12:47.051932,26.12473,41.80467,102.5911
2025-06-30T09:12:52.043939,26.10457,41.98862,102.5896
2025-06-30T09:12:57.041716,26.13733,42.03001,102.5929
2025-06-30T09:13:02.040086,26.20285,42.07431,102.5907
2025-06-30T09:13:07.038289,26.19529,42.40621,102.594
2025-06-30T09:13:12.036351,26.18521,43.18029,102.5914
2025-06-30T09:13:17.034255,26.11716,43.40026,102.5906
2025-06-30T09:13:22.032201,26.09952,44.16794,102.5901
2025-06-30T09:13:27.030005,26.16253,44.13327,102.5936
2025-06-30T09:13:32.028562,26.21293,43.71348,102.5911
2025-06-30T09:13:37.025997,26.22301,43.45097,102.5903
2025-06-30T09:13:42.025606,26.17765,45.06438,102.5897
2025-06-30T09:13:47.022632,26.06928,47.31337,102.5899
2025-06-30T09:13:52.019628,26.10708,46.45578,102.5899
2025-06-30T09:13:57.017462,26.12977,44.77277,102.5899
2025-06-30T09:14:02.015564,26.16757,43.38298,102.5928
2025-06-30T09:14:07.013596,26.18773,42.4995,102.5898
2025-06-30T09:14:12.011083,26.22049,42.15235,102.5912
2025-06-30T09:14:17.010531,26.26333,42.28631,102.5916
2025-06-30T09:14:22.008613,26.2709,42.17513,102.5893
2025-06-30T09:14:27.003627,26.22805,41.97225,102.59
2025-06-30T09:14:32.001760,26.26838,41.81813,102.5909
2025-06-30T09:14:37.018669,26.17765,42.15252,102.5887
2025-06-30T09:14:41.997669,26.18017,42.231,102.589
2025-06-30T09:14:46.995499,26.20789,42.22584,102.5908
2025-06-30T09:14:51.993059,26.18269,42.60915,102.5898
2025-06-30T09:14:56.994441,26.20789,42.7141,102.5897
2025-06-30T09:15:01.989152,26.2457,42.25114,102.5904
2025-06-30T09:15:06.986571,26.26838,41.87498,102.5906
2025-06-30T09:15:11.984403,26.28854,41.53391,102.5907
2025-06-30T09:15:16.982819,26.2709,41.75943,102.5885
2025-06-30T09:15:21.979839,26.26838,41.78969,102.5904
2025-06-30T09:15:26.978055,26.16757,42.53076,102.5917
2025-06-30T09:15:31.975914,26.15749,42.68943,102.5883
2025-06-30T09:15:36.974078,26.06928,43.57341,102.5879
2025-06-30T09:15:41.971453,26.09701,42.69097,102.5879
2025-06-30T09:15:46.969629,26.05668,42.874,102.5881
2025-06-30T09:15:51.967015,26.02644,44.72807,102.5889
2025-06-30T09:15:56.964607,26.02644,43.89265,102.5874
2025-06-30T09:16:01.964319,26.034,42.72174,102.5901
2025-06-30T09:16:06.960243,26.03148,42.06905,102.5886
2025-06-30T09:16:11.957509,26.05668,42.76748,102.5862
2025-06-30T09:16:16.956464,26.06172,43.89566,102.5888
2025-06-30T09:16:21.953387,26.06928,43.65405,102.5874
2025-06-30T09:16:26.951345,26.07432,44.34623,102.5906
2025-06-30T09:16:31.949672,26.03904,45.51337,102.5881
2025-06-30T09:16:36.948041,26.01384,45.33615,102.5878
2025-06-30T09:16:41.946033,26.03148,45.23018,102.5888
2025-06-30T09:16:46.943885,26.04156,44.538,102.587
2025-06-30T09:16:51.942316,26.0844,43.55749,102.5881
2025-06-30T09:16:56.948612,26.11213,42.85995,102.5877
2025-06-30T09:17:01.937639,26.16001,42.68063,102.5891
2025-06-30T09:17:06.935271,26.18521,42.92414,102.5887
2025-06-30T09:17:11.932201,26.19781,43.32021,102.5875
2025-06-30T09:17:16.929992,26.15497,43.72362,102.5897
2025-06-30T09:17:21.927094,26.10961,43.4243,102.5885
2025-06-30T09:17:26.925207,26.02896,42.78321,102.5883
2025-06-30T09:17:31.923102,25.9458,43.04277,102.5858
2025-06-30T09:17:36.921268,25.89287,43.35286,102.5857
2025-06-30T09:17:41.920120,25.87271,43.18704,102.5863
2025-06-30T09:17:46.919852,25.87523,44.36821,102.5852
2025-06-30T09:17:51.918595,25.8954,45.08368,102.5846
2025-06-30T09:17:56.917935,25.85003,44.51684,102.5834
2025-06-30T09:18:01.910700,25.81979,45.02891,102.5857
2025-06-30T09:18:06.910890,25.86515,44.66323,102.5841
2025-06-30T09:18:11.906771,25.84751,44.30153,102.585
2025-06-30T09:18:16.904698,25.89035,43.06089,102.5843
2025-06-30T09:18:21.903732,25.94832,42.64635,102.585
2025-06-30T09:18:26.900611,25.971,42.69463,102.5851
2025-06-30T09:18:31.902556,25.94328,43.19624,102.5862
2025-06-30T09:18:36.896659,25.97604,42.9055,102.5863
2025-06-30T09:18:41.894720,26.03904,43.15719,102.5852
2025-06-30T09:18:46.893331,26.0466,43.6866,102.5851
2025-06-30T09:18:51.892178,26.10457,43.81306,102.5847
2025-06-30T09:18:56.891570,26.11969,44.09298,102.5865
2025-06-30T09:19:01.890302,26.12221,43.7173,102.5855
2025-06-30T09:19:06.812857,26.04408,44.67184,102.5801
2025-06-30T09:19:11.810259,26.06928,44.80893,102.5843
2025-06-30T09:19:16.809515,26.10708,45.03579,102.5843
2025-06-30T09:19:21.808500,26.14993,45.24289,102.5849
2025-06-30T09:19:26.804476,26.10961,44.49306,102.5835
2025-06-30T09:19:31.804160,26.07936,44.51581,102.5845
2025-06-30T09:19:36.801197,26.05668,45.26238,102.584
2025-06-30T09:19:41.799436,26.07684,45.3433,102.5827
2025-06-30T09:19:46.797269,26.06424,45.03804,102.5834
2025-06-30T09:19:51.802863,26.02896,47.19863,102.5831
2025-06-30T09:19:56.792916,26.04408,46.84979,102.5825
2025-06-30T09:20:01.791044,26.034,46.30128,102.5813
2025-06-30T09:20:06.789224,26.0592,47.86221,102.5829
2025-06-30T09:20:11.788419,26.0214,47.41792,102.5842
2025-06-30T09:20:16.785648,26.05416,46.19069,102.5829
2025-06-30T09:20:21.786281,26.034,45.92168,102.5826
2025-06-30T09:20:26.782023,26.04156,46.07662,102.5865
2025-06-30T09:20:31.779533,26.06172,46.27224,102.5842
2025-06-30T09:20:36.776709,26.02896,45.40419,102.5822
2025-06-30T09:20:41.786373,26.04408,44.27736,102.5823
2025-06-30T09:20:46.772230,26.03652,43.86211,102.5812
2025-06-30T09:20:51.771011,26.01384,43.61216,102.582
2025-06-30T09:20:56.767719,26.06172,43.51413,102.5837
2025-06-30T09:21:01.765581,26.06676,43.76852,102.5795
2025-06-30T09:21:06.762784,26.05416,43.93034,102.5817
2025-06-30T09:21:11.760955,26.01636,44.18194,102.58
2025-06-30T09:21:16.757911,26.03904,44.31762,102.5796
2025-06-30T09:21:21.759422,26.05164,44.42515,102.5801
2025-06-30T09:21:26.754568,26.0718,44.55401,102.58
2025-06-30T09:21:31.755050,26.05164,44.01227,102.5814
2025-06-30T09:21:36.750430,26.0718,43.63626,102.5797
2025-06-30T09:21:41.748644,26.01636,44.26068,102.5783
2025-06-30T09:21:46.746909,26.00124,43.80688,102.5776
2025-06-30T09:21:51.744992,25.98612,43.11589,102.5782
2025-06-30T09:21:56.742989,26.00376,43.9358,102.5784
2025-06-30T09:22:01.742191,25.98612,43.94197,102.577
2025-06-30T09:22:06.739822,26.00376,44.41334,102.5755
2025-06-30T09:22:11.738549,25.94328,43.4604,102.5756
2025-06-30T09:22:16.736051,25.87271,43.16661,102.5776
2025-06-30T09:22:21.734350,25.87523,43.31397,102.5762
2025-06-30T09:22:26.732467,25.86515,43.99414,102.5729
2025-06-30T09:22:31.731114,25.87775,44.67299,102.575
2025-06-30T09:22:36.729140,25.78955,44.47501,102.5745
2025-06-30T09:22:41.727477,25.83743,44.0691,102.5761
2025-06-30T09:22:46.725291,25.86515,43.78574,102.5755
2025-06-30T09:22:51.727923,25.83239,43.28633,102.5747
2025-06-30T09:22:56.721297,25.84751,43.70862,102.575
2025-06-30T09:23:01.719405,25.908,44.32608,102.5758
2025-06-30T09:23:06.725900,25.95336,44.08824,102.5764
2025-06-30T09:23:11.715727,26.034,44.10576,102.5739
2025-06-30T09:23:16.714053,26.06928,44.04613,102.5767
2025-06-30T09:23:21.714529,26.15497,43.67551,102.5765
2025-06-30T09:23:26.710279,26.16001,43.44152,102.575
2025-06-30T09:23:31.708801,26.18017,43.61794,102.5761
2025-06-30T09:23:36.706258,26.18521,44.26912,102.5744
2025-06-30T09:23:41.704105,26.17513,44.59051,102.5746
2025-06-30T09:23:46.711588,26.18017,44.71582,102.5746
2025-06-30T09:23:51.700574,26.18521,45.39425,102.5751
2025-06-30T09:23:56.697720,26.14489,45.68594,102.5751
2025-06-30T09:24:01.695325,26.16757,44.99309,102.5739
2025-06-30T09:24:06.691845,26.21545,44.43946,102.5748
2025-06-30T09:24:11.690442,26.20789,44.89178,102.5728
2025-06-30T09:24:16.688290,26.23813,44.00686,102.5738
2025-06-30T09:24:21.686854,26.17765,43.61552,102.5721
2025-06-30T09:24:26.683770,26.04156,47.0051,102.5761
2025-06-30T09:24:31.689845,25.96344,47.62217,102.5734
2025-06-30T09:24:36.678512,25.90548,48.76471,102.5711
2025-06-30T09:24:41.676264,25.94328,46.70519,102.5717
2025-06-30T09:24:46.675356,25.99116,45.56845,102.5724
2025-06-30T09:25:38.857464,24.90029,52.92897,102.568
2025-06-30T09:25:43.861071,24.77394,51.56588,102.5698
2025-06-30T09:25:48.874391,24.75126,50.45834,102.5713
2025-06-30T09:25:53.857289,24.71598,49.68613,102.5695
2025-06-30T09:25:58.857814,24.7059,49.06968,102.5712
2025-06-30T09:26:03.857998,24.6933,48.67082,102.5691
2025-06-30T09:26:08.850728,24.6933,48.35376,102.5702
2025-06-30T09:26:13.855089,24.6933,48.1941,102.5683
